Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,District,Municipality,Road No.,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
NB168,D3718 Over River,Major Culvert,Culvert Major,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,1940967,3238285,3618600,31170,1646463,24450,,,,,14.8,10,0,,,,,,,,,,0.545,52
NB170,D3727 over river,Bridge,Bridge Cellular,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,26079618,26544140,26544140,0,464522,29350,,,,,53.2,17,3,,,,,,,,,,0.983,2
NB171,D3734 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,3959460,7726001,8086666,19180,4108026,30100,26.6,10.1,3,,,,,,,,,,,,,1,0.492,52
NB172,D3736 over  Mahebe river,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,1,782626,872298,1557540,443127,30100,6.9,4.2,1.8,,,,,,,,,,,,,1,0.492,52
NB173,D3740 over Luvuvhu river,Bridge,Bridge,2/7/2022,Vhembe,,,6/30/2022,2/16/2006,4491778,9129631,9129631,0,4637853,30100,61.9,4.9,1.26,,,,,,,,,,,,,1,0.492,52
NB174,D3741 over Khandanama river,Bridge,Bridge,9/4/2021,Vhembe,,,6/30/2022,9/4/2021,8861088,17281843,18088590,38500,9189006,30100,59.5,10.1,4.76,,,,,,,,,,,,,1,0.492,52
NB175,D3742 Over River,Bridge,Bridge Cellular,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,13755362,11992968,15520860,0,1765498,24450,,,,,69,9.2,0,,,,,,,,,,0.886,13
NB176,D3748 Over River ,Bridge,Bridge Cellular,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,3997575,7335000,7335000,0,3337425,24450,,,,,15,20,1,,,,,,,,,,0.545,52
NB178,D3750 over Luvuvhu river,Bridge,Bridge,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,3001131,7182942,8105328,986690,4117507,30100,26.4,10.2,4.56,,,,,,,,,,,,,1,0.492,52
NB179,D3750 over river,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,3280355,6621526,7052430,189440,3582635,30100,21.3,11,4.1,,,,,,,,,,,,,1,0.492,52
NB180,D3753 over river,Bridge,Bridge,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,18662193,20284992,20284990,0,1622799,30100,62.4,10.8,6.46,,,,,,,,,,,,,1,0.92,8
NB181,D3753 over Luvuvhu river.,Bridge,Bridge Cellular,2/4/2022,Vhembe,,,6/30/2022,1/14/2022,12098944,16793643,20550220,0,8451280,24450,,,,,102.5,8.2,0,,,,,,,,,,0.589,47
NB183,D3754 over river.,Major Culvert,Culvert Major,2/4/2022,Vhembe,,,6/30/2022,1/15/2022,1734948,1917356,3183390,0,1448442,24450,,,,,21,6.2,0,,,,,,,,,,0.545,52
NB184,D3771 over river,Bridge,Bridge,9/22/2021,Mopani,,,6/30/2022,7/30/2006,1080479,2196096,2196096,0,1115617,30100,12.8,5.7,3,,,,,,,,,,,,,1,0.492,52
NB185,D3772 over river,Bridge,Bridge,9/4/2021,Mopani,,,6/30/2022,9/4/2021,2921969,5500891,6054916,57050,3075897,30100,18.8,10.7,4.46,,,,,,,,,,,,,1,0.492,52
NB186,D3902 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,368740,2279020,2344188,784600,1190848,30100,6.6,11.8,2.92,,,,,,,,,,,,,1,0.492,52
NB188,D3811 over Nsami river,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,7/28/2021,5168689,10000235,10566610,30080,5367836,30100,59.5,5.9,2.5,,,,,,,,,,,,,1,0.492,52
NB189,D3827 over Klein Letaba river,Bridge,Bridge,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,37225039,49102346,53716600,376580,16114981,45140,87.5,13.6,9.56,,,,,,,,,,,,,1,0.7,30
NB190,D3830 over river,Bridge,Bridge,8/14/2021,Vhembe,,,6/30/2022,8/14/2021,2612875,5669158,5798464,124000,3061589,30100,17.2,11.2,4.99,,,,,,,,,,,,,1,0.472,57
NB192,D3870 over Letsitele river,Bridge,Bridge,9/4/2021,Mopani,,,6/30/2022,9/4/2021,2886377,6317184,7146944,486980,3773587,30100,37.1,6.4,7,,,,,,,,,,,,,1,0.472,57
NB193,D3908 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,989178,1972152,2022720,6000,1027542,30100,7,9.6,2.4,,,,,,,,,,,,,1,0.492,52
NB204,D4016 over river,Bridge,Bridge,7/22/2021,Capricorn,,,6/30/2022,7/22/2021,1902713,3475509,4236876,181830,2152333,30100,13.8,10.2,4.36,,,,,,,,,,,,,1,0.492,52
NB205,D4017 over river,Bridge,Bridge,7/22/2021,Capricorn,,,6/30/2022,7/22/2021,772184,2094509,2271948,1227130,272634,30100,20.4,3.7,2.96,,,,,,,,,,,,,1,0.88,12
NB206,D4050 over Mohlapitse River,Bridge,Bridge Cellular,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,6046122,9496355,10421810,89720,4285970,24450,,,,,31,13.75,0,,,,,,,,,,0.589,47
NB207,D4050 over Mohlapitsi River,Bridge,Bridge Cellular,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,15245927,23803273,26102940,122180,10734835,24450,,,,,32.9,32.45,0,,,,,,,,,,0.589,47
NB208,D4068 over Matime river,Bridge,Bridge,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,7423433,8819830,9719892,449680,1846779,30100,29.9,10.8,6.43,,,,,,,,,,,,,1,0.81,19
NB209,D4083 over river,Bridge,Bridge,8/11/2021,Capricorn,,,6/30/2022,8/11/2021,2721934,5070834,5946797,203890,3020973,30100,16.8,11.76,5.25,,,,,,,,,,,,,1,0.492,52
NB210,D4199 over river,Bridge,Bridge,9/1/2021,Sekhukhune,,,6/30/2022,9/1/2021,5946147,11526933,13569080,729840,6893093,30100,49,9.2,4.6,,,,,,,,,,,,,1,0.492,52
NB211,D2405 over river,Bridge,Bridge,8/18/2021,Sekhukhune,,,6/30/2022,8/18/2021,4050598,4441701,5243420,668480,524342,30100,13.4,13,6.04,,,,,,,,,,,,,1,0.9,10
NB212,D2405 over river,Major Culvert,Culvert Major,8/18/2021,Sekhukhune,,,6/30/2022,8/18/2021,1,1,0,76000,0,24450,,,,,6.6,0,0,,,,,,,,,,0.589,47
NB215,D4426 over Lepenya tributarty.,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/13/2021,1502009,2507854,2875320,65040,1308271,24450,,,,,14.7,8,0.3,,,,,,,,,,0.545,52
NB216,D4427 over sandspruit river.,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/11/2021,1554511,2032811,2446223,163960,727751,24450,,,,,14.5,6.9,0.6,,,,,,,,,,0.703,34
NB218,D5006 over Matlalane river,Bridge,Bridge Cellular,9/13/2021,Waterberg,,,6/30/2022,8/6/2021,4294030,7203645,8075835,107300,3674505,24450,,,,,36.7,9,0,,,,,,,,,,0.545,52
NB219,D522 over Little Nyl river.,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,9/13/2021,238019,1224480,1491450,131115,1122316,24450,,,,,12.2,5,0,,,,,,,,,,0.248,86
NB221,D617 over river,Bridge,Bridge,7/22/2021,Mopani,,,6/30/2022,7/22/2021,3834807,7650862,7824568,14880,3974880,45140,16.2,10.7,10.1,,,,,,,,,,,,,1,0.492,52
NB223,D693 over Mogol river,Bridge,Bridge Cellular,9/17/2021,Waterberg,,,6/30/2022,8/9/2021,4647317,10623662,12410820,2116580,5646923,24450,,,,,141,3.6,0,,,,,,,,,,0.545,52
NB224,D3645 over river,Bridge,Bridge,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,859398,3362164,3494610,859950,1775262,30100,19.35,6,3.47,,,,,,,,,,,,,1,0.492,52
NB227,D769 over river,Major Culvert,Culvert Major,8/24/2021,Waterberg,,,6/30/2022,6/19/2021,872238,4496060,6429372,2631770,2925364,24450,,,,,34.6,7.6,1.2,,,,,,,,,,0.545,52
NB228,D873 over Zwanepoelsdrift,Bridge,Bridge,8/26/2021,Capricorn,,,6/30/2022,8/25/2021,713626,1713570,1863792,203360,946806,30100,7.2,8.6,5.05,,,,,,,,,,,,,1,0.492,52
NB229,Drift on road D873,Bridge,Bridge,9/21/2021,Waterberg,,,6/30/2022,11/6/2000,3564574,7245070,7245070,0,3680496,30100,29,8.3,0,,,,,,,,,,,,,1,0.492,52
NB231,D924 over river,Bridge,Bridge,9/7/2021,Waterberg,,,6/30/2022,8/12/2021,1471644,2695179,3350130,176620,1701866,30100,21,5.3,1.8,,,,,,,,,,,,,1,0.492,52
NB232,D928 over river,Bridge,Bridge,8/23/2021,Waterberg,,,6/30/2022,6/20/2021,1502276,4994375,6420330,1656526,3261528,30100,27,7.9,3.5,,,,,,,,,,,,,1,0.492,52
NB233,D928 over Sand river,Bridge,Bridge,8/24/2021,Waterberg,,,6/30/2022,6/20/2021,5148674,10675538,12390360,947385,6294305,30100,50.2,8.2,4.43,,,,,,,,,,,,,1,0.492,52
NB234,D4 over river,Bridge,Bridge Cellular,2/1/2022,Vhembe,,,6/30/2022,1/14/2022,5162472,5978461,6064578,0,902106,24450,,,,,15.9,15.6,1,,,,,,,,,,0.851,17
NB237,D794 over river,Major Culvert,Culvert Major,7/28/2021,Waterberg,,,6/30/2022,6/29/2021,2304601,4570439,5684625,793520,2586504,24450,,,,,25,9.3,0,,,,,,,,,,0.545,52
NB238,D3669 over Mutshedzi river,Bridge,Bridge,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,6341105,12400558,13451090,276830,6833153,30100,39.2,11.4,4,,,,,,,,,,,,,1,0.492,52
NB241,D3210 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,705206,1533606,1623895,93750,824939,30100,6.5,8.3,4,,,,,,,,,,,,,1,0.492,52
NB242,D3223 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,2867735,5709181,5839400,5250,2966415,30100,38.8,5,3.2,,,,,,,,,,,,,1,0.492,52
NB243,D3232 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,2436835,4845447,4955965,1500,2517630,30100,18.5,8.9,4,,,,,,,,,,,,,1,0.492,52
NB244,D3406 over Hout River,Bridge,Bridge,2/4/2022,Capricorn,,,6/30/2022,1/21/2022,1907177,1732915,4219418,0,2312241,30100,32.6,4.3,3,,,,,,,,,,,,,1,0.452,62
NB245,D3666 over Luvuvhu river,Bridge,Bridge,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,6906807,13463831,14159040,59440,7192793,30100,48,9.8,6.66,,,,,,,,,,,,,1,0.492,52
NB246,D3753 over river,Bridge,Bridge,2/4/2022,Vhembe,,,6/30/2022,1/15/2022,318879,648128,648128.3,0,329249,30100,4.95,4.35,0,,,,,,,,,,,,,1,0.492,52
NB248,NB248 - D3778 over river,Bridge,Bridge Cellular,7/29/2021,,,,6/30/2022,7/29/2021,8133590,8227552,8749922,80400,535932,24450,,,,,23.7,15.1,2,,,,,,,,,,0.939,7
NB249,D3779 Over River,Major Culvert,Culvert Major,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,809877,1465917,1582893,52800,720216,24450,,,,,7.8,8.3,0.2,,,,,,,,,,0.545,52
NB250,D3917 Over River,Bridge,Bridge Cellular,8/11/2021,Vhembe,,,6/30/2022,8/11/2021,4404264,7183447,8156520,41040,3711216,24450,,,,,41.7,8,0.4,,,,,,,,,,0.545,52
NB251,D3923 Over River,Major Culvert,Culvert Major,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,835010,1468177,1533504,750,697744,24450,,,,,5.6,11.2,0.4,,,,,,,,,,0.545,52
NB252,D3923 Over River,Major Culvert,Culvert Major,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,1065696,1901210,1956782,750,890336,24450,,,,,8.2,9.76,0.6,,,,,,,,,,0.545,52
NB253,D3980 over Groot Letaba  river,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,7/28/2021,43194695,83029920,88142170,171250,44776223,45140,180.8,10.8,8,,,,,,,,,,,,,1,0.492,52
NB254,D3953 over river,Bridge,Bridge,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,3413615,6732390,6965742,13530,3538597,30100,20.3,11.4,3,,,,,,,,,,,,,1,0.492,52
NB255,D4217 over Ngwaritsi river,Bridge,Bridge,8/12/2021,Sekhukhune,,,6/30/2022,8/12/2021,3078037,5521393,6321000,31895,3211068,30100,42,5,2.5,,,,,,,,,,,,,1,0.492,52
NB257,D4066 over river,Bridge,Bridge,8/19/2021,Capricorn,,,6/30/2022,8/19/2021,4534343,11926670,13788060,484510,8769205,30100,36.5,12.55,5.89,,,,,,,,,,,,,1,0.364,84
NB258,D4000 over river,Bridge,Bridge,8/11/2021,Capricorn,,,6/30/2022,8/11/2021,3620367,6483616,7366072,3740,3741965,30100,26.6,9.2,3.27,,,,,,,,,,,,,1,0.492,52
NB259,D4000 over river,Bridge,Bridge,8/11/2021,Capricorn,,,6/30/2022,8/4/2021,1113640,2092013,2289105,12600,1162865,30100,9,8.45,3.93,,,,,,,,,,,,,1,0.492,52
NB263,D3653 Over River,Major Culvert,Culvert Major,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,1630441,1773024,1968714,28200,310073,24450,,,,,6,13.42,0.4,,,,,,,,,,0.843,18
NB264,D4426 over Lepenya river,Major Culvert,Culvert Major,9/15/2021,Waterberg,,,6/30/2022,8/13/2021,1430719,2597206,2787300,88360,1268221,24450,,,,,15,7.6,0.3,,,,,,,,,,0.545,52
SB1226,D598 over Rail,Bridge,Bridge,9/2/2021,Waterberg,,,6/30/2022,8/12/2021,6636624,8415354,8997492,21520,2339348,30100,28.2,10.6,6,,,,,,,,,,,,,1,0.74,26
UN1,P98/2 over river,Bridge,Bridge Cellular,9/4/2021,Vhembe,,,6/30/2022,9/4/2021,7796490,11529006,11529010,0,3732516,24450,,,,,32.7,14.42,0.3,,,,,,,,,,0.676,37
UN103,D3709 Over River,Major Culvert,Culvert Major,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,2477278,4390860,4655280,59850,2118152,24450,,,,,13.6,14,1.5,,,,,,,,,,0.545,52
UN104,D3712 Over Mathtane River ,Bridge,Bridge Cellular,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,3692387,4957718,5178315,36000,1449928,24450,,,,,24.8,8.54,0.2,,,,,,,,,,0.72,32
UN111,D3684 Over River,Major Culvert,Culvert Major,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,2961204,4004359,4911516,145330,1804982,24450,,,,,16.2,12.4,0.6,,,,,,,,,,0.633,42
UN112,D3684 over river,Bridge,Bridge,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,3689121,6875264,7031360,37500,3304739,30100,14.6,16,2.2,,,,,,,,,,,,,1,0.53,47
UN113,D3684 Over River,Major Culvert,Culvert Major,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,1786763,3666407,3740850,252000,1702087,24450,,,,,10,15.3,0.2,,,,,,,,,,0.545,52
UN114,D3669 over river,Bridge,Bridge,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,6553895,12501221,13430620,53970,6822755,30100,38.8,11.5,4.1,,,,,,,,,,,,,1,0.492,52
UN115,D449 Over Mutshedzi River,Major Culvert,Culvert Major,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,1866973,2247282,2312970,750,445247,24450,,,,,8.6,11,1.2,,,,,,,,,,0.808,22
UN116,D449 over Mutshedzi river,Major Culvert,Culvert Major,9/4/2021,Vhembe,,,6/30/2022,9/9/2021,5050554,5903677,6259200,3750,1204896,24450,,,,,16,16,2,,,,,,,,,,0.808,22
UN117,D929 over river,Bridge,Bridge,9/4/2021,Vhembe,,,6/30/2022,9/4/2021,3729390,7848312,7901250,0,4171860,30100,62.5,4.2,1.5,,,,,,,,,,,,,1,0.472,57
UN119,D8 over river,Bridge,Bridge,9/4/2021,Mopani,,,6/30/2022,9/4/2021,1343900,2894357,3011505,17300,1650305,30100,8.7,11.5,0,,,,,,,,,,,,,1,0.452,62
UN12,D4204 over Mohlaletsi river,Bridge,Bridge,9/22/2021,Sekhukhune,,,6/30/2022,3/8/2011,19165742,22029588,22029590,0,2863846,30100,68.4,10.7,4.6,,,,,,,,,,,,,1,0.87,13
UN120,UN120 - D8,Major Culvert,Culvert Major,9/4/2021,,,,6/30/2022,9/4/2021,732624,1551979,1621035,9000,879411,24450,,,,,5.1,13,0.3,,,,,,,,,,0.458,62
UN122,Rail over D523,Bridge,Bridge,8/5/2021,Mopani,,,6/30/2022,8/5/2021,3398628,7421366,7547408,12800,4135980,45140,17.6,9.5,8.5,,,,,,,,,,,,,1,0.452,62
UN123,Rail over D589,Bridge,Bridge,9/2/2021,Mopani,,,6/30/2022,9/2/2021,6969605,14478081,14806790,19200,7817987,30100,28.6,17.2,4.2,,,,,,,,,,,,,1,0.472,57
UN127,D1801 over Rail,Bridge,Bridge,7/31/2021,Mopani,,,6/30/2022,7/31/2021,10508976,23598400,23598400,157500,12931924,30100,56,14,5.1,,,,,,,,,,,,,1,0.452,62
UN13,D4204 over Mohlaletsi,Bridge,Bridge Cellular,8/31/2021,Sekhukhune,,,6/30/2022,8/31/2021,2278347,4430056,4798068,336600,2183121,24450,,,,,22.3,8.8,0,,,,,,,,,,0.545,52
UN132,D3180 over river,Bridge,Bridge,8/3/2021,Mopani,,,6/30/2022,8/3/2021,2675499,4220796,4304300,36210,1592591,30100,13,11,5.42,,,,,,,,,,,,,1,0.63,37
UN134,D3247 over Nwanedzi River,Bridge,Bridge,9/6/2021,Mopani,,,6/30/2022,9/6/2021,3481422,9466521,10575940,1510420,5584094,30100,36.6,9.6,6.8,,,,,,,,,,,,,1,0.472,57
UN135,D5011 over canal,Bridge,Bridge,9/5/2021,Mopani,,,6/30/2022,9/5/2021,3314225,4970308,5026098,3000,1708873,30100,13.8,12.1,1.4,,,,,,,,,,,,,1,0.66,34
UN136,D5011 over river,Bridge,Bridge,9/5/2021,Mopani,,,6/30/2022,9/5/2021,16058695,26337186,27828810,2308320,9461795,45140,45,13.7,9,,,,,,,,,,,,,1,0.66,34
UN137,D5011 over canal,Bridge,Bridge,9/5/2021,Mopani,,,6/30/2022,9/5/2021,2187201,3311958,3387153,48320,1151632,30100,9.3,12.1,1.2,,,,,,,,,,,,,1,0.66,34
UN14,D4050 over Tongwane river,Bridge,Bridge,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,849877,3061940,3284286,634620,1799789,30100,8.75,12.47,3.09,,,,,,,,,,,,,1,0.452,62
UN155,P43/3 over river,Bridge,Bridge,1/27/2022,Mopani,,,6/30/2022,1/17/2022,2148046,3938394,4582725,15000,2419679,30100,17.5,8.7,3.2,,,,,,,,,,,,,1,0.472,57
UN156,P43/3 over river,Bridge,Bridge,1/27/2022,Mopani,,,6/30/2022,1/17/2022,2309646,4359991,5628700,347100,2971954,30100,18.7,10,3,,,,,,,,,,,,,1,0.472,57
UN16,Kgotswana River Major Culvert,Major Culvert,Culvert Major,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,266333,997560,997560,320980,410247,24450,,,,,4.8,8.5,0.1,,,,,,,,,,0.589,47
UN163,D5012 over Rail & Road,Bridge,Bridge,8/2/2021,Mopani,,,6/30/2022,8/2/2021,17264937,32890945,33374880,423750,15686193,30100,84,13.2,7.5,,,,,,,,,,,,,1,0.53,47
UN164,D5012 over Rail,Bridge,Bridge,8/2/2021,Mopani,,,6/30/2022,8/2/2021,9248593,13482622,13603700,1920,4353182,30100,34.5,13.1,5.5,,,,,,,,,,,,,1,0.68,32
UN165,D21 over river,Bridge,Bridge,9/4/2021,Mopani,,,6/30/2022,9/4/2021,1336284,2905276,2958228,60000,1561944,30100,18.2,5.4,2.5,,,,,,,,,,,,,1,0.472,57
UN167,D21 over river,Bridge,Bridge,9/4/2021,Mopani,,,6/30/2022,9/4/2021,758099,1770808,1800883,55900,986884,30100,6.2,9.65,4.65,,,,,,,,,,,,,1,0.452,62
UN168,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,3259603,6852992,7379918,76120,4044195,30100,26.65,9.2,3.21,,,,,,,,,,,,,1,0.452,62
UN169,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,743170,1660937,1679580,16000,920410,30100,6.2,9,3.36,,,,,,,,,,,,,1,0.452,62
UN170,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,734061,1681326,1744295,54360,955874,30100,6.1,9.5,3.97,,,,,,,,,,,,,1,0.452,62
UN171,D21 over Moetladimo river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,2502964,5516315,5565851,12800,3050087,30100,20.32,9.1,1.94,,,,,,,,,,,,,1,0.452,62
UN172,D21 over Malomanye river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,1681653,3595647,3746246,11650,2052943,30100,12.7,9.8,3.7,,,,,,,,,,,,,1,0.452,62
UN173,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,1839173,4053362,4183900,51950,2292777,30100,13.9,10,3.6,,,,,,,,,,,,,1,0.452,62
UN174,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,2793684,6190855,6390230,94700,3501846,30100,19.3,11,3.18,,,,,,,,,,,,,1,0.452,62
UN175,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,798909,2019710,2019710,114000,1106801,30100,6.1,11,1.92,,,,,,,,,,,,,1,0.452,62
UN176,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,3216166,7598101,7807338,312750,4278422,30100,26.2,9.9,3,,,,,,,,,,,,,1,0.452,62
UN177,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,2169140,4696832,4803960,2250,2632570,30100,15.2,10.5,3.66,,,,,,,,,,,,,1,0.452,62
UN178,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,686274,1843848,1864545,156500,1021770,30100,6.5,9.53,5.7,,,,,,,,,,,,,1,0.452,62
UN179,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,898089,1894004,1915263,117000,900174,30100,6.3,10.1,0,,,,,,,,,,,,,1,0.53,47
UN18,D4070 over Hlakaro river,Bridge,Bridge,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,1879668,3242934,3734808,99780,1755360,30100,13.2,9.4,5.5,,,,,,,,,,,,,1,0.53,47
UN180,D21 over river,Bridge,Bridge,9/3/2021,Mopani,,,6/30/2022,9/3/2021,1539646,3014805,3055752,110460,1405646,30100,10.8,9.4,4.5,,,,,,,,,,,,,1,0.54,46
UN181,0,Major Culvert,Culvert Major,8/3/2021,,,,6/30/2022,8/3/2021,559890,1121147,1171033,27090,584053,24450,,,,,5.15,9.3,1.2,,,,,,,,,,0.501,57
UN182,#NAME?,Major Culvert,Culvert Major,8/3/2021,Mopani,,,6/30/2022,8/3/2021,760336,1315037,1437513,86000,591177,24450,,,,,2.46,23.9,2.1,,,,,,,,,,0.589,47
UN184,P43/3 over Reshewele River,Bridge,Bridge,1/26/2022,Mopani,,,6/30/2022,1/16/2022,4569233,8354881,9752400,33900,5149267,30100,30,10.8,4.8,,,,,,,,,,,,,1,0.472,57
UN185,D1350 over river,Bridge,Bridge,7/31/2021,Mopani,,,6/30/2022,7/31/2021,866468,1945544,1956500,57000,1033032,30100,6.5,10,3.7,,,,,,,,,,,,,1,0.472,57
UN186,0,Major Culvert,Culvert Major,7/30/2021,,,,6/30/2022,7/30/2021,606650,1138022,1210275,0,603625,24450,,,,,4.5,11,1.2,,,,,,,,,,0.501,57
UN187A,D1350 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,3053859,3652689,3702300,19050,629391,30100,12.3,10,3.5,,,,,,,,,,,,,1,0.83,17
UN188,D1350 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,828895,1817412,1858675,48400,981380,30100,6.5,9.5,3.3,,,,,,,,,,,,,1,0.472,57
UN189,D1350 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,850618,1869631,1956500,72850,1033032,30100,6.5,10,3,,,,,,,,,,,,,1,0.472,57
UN19,D4090 over Tudumo River,Major Culvert,Culvert Major,8/19/2021,Capricorn,,,6/30/2022,8/19/2021,1009022,2772130,3137669,838280,1290366,24450,,,,,15.65,8.2,0.3,,,,,,,,,,0.589,47
UN196,D3164 over river,Bridge,Bridge,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,5492843,11235805,12136320,235500,6407977,30100,84,4.8,2,,,,,,,,,,,,,1,0.472,57
UN197,D3200 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,2585655,5450327,5499270,10000,2903615,30100,21,8.7,2.45,,,,,,,,,,,,,1,0.472,57
UN198,D3200 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,1422266,2925419,3019632,3000,1594366,30100,11.4,8.8,2.4,,,,,,,,,,,,,1,0.472,57
UN199,D3200 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,1529818,3239171,3268258,12800,1725640,30100,12.2,8.9,3,,,,,,,,,,,,,1,0.472,57
UN20,D4090 over Todumo River Tributary,Major Culvert,Culvert Major,8/19/2021,Capricorn,,,6/30/2022,8/19/2021,4247588,6870660,7456761,142580,3066593,24450,,,,,22.1,13.8,1.5,,,,,,,,,,0.589,47
UN200,D3200 over river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,2510594,5258811,5342148,10900,2820654,30100,20.4,8.7,6,,,,,,,,,,,,,1,0.472,57
UN202,D3200 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,2340302,5104772,5445090,229780,2875008,30100,20.1,9,3.8,,,,,,,,,,,,,1,0.472,57
UN206N,D3641 Over Nsami Dam,Bridge,Bridge,7/29/2021,Mopani,,,6/30/2022,7/29/2021,32401374,36877016,36877020,50400,4425242,30100,114.5,10.7,5.6,,,,,,,,,,,,,1,0.88,12
UN207,D3641 over Shinwedzi river,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,6/28/2021,4213539,6992276,7151760,6000,2932221,30100,49.5,4.8,4.3,,,,,,,,,,,,,1,0.59,41
UN208,D3763 over  Letsitele river,Bridge,Bridge,9/5/2021,Mopani,,,6/30/2022,9/5/2021,2822552,6009208,6319495,33860,3463083,30100,24.7,8.5,6.2,,,,,,,,,,,,,1,0.452,62
UN209,D3810 over Magobe river,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,7/28/2021,2863312,4817377,4972520,20750,2088458,30100,14,11.8,5.2,,,,,,,,,,,,,1,0.58,42
UN210,D3810 over river,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,7/28/2021,4419344,7568406,7636370,9750,3207276,30100,21.5,11.8,4.2,,,,,,,,,,,,,1,0.58,42
